financial_period,financial_year,period,days,period_end,line,lch_network,ejt_network,operated_kms_network,pct_scheduled,lch_line,ejt_line,operated_kms_line
08_14/15,2014/2015,8.0,28.0,2014-11-08,Northern,1449503.3400000003,4.65,6245713.387832757,0.981,,0.29561238836367504,1089726.8575615042
08_14/15,2014/2015,8.0,28.0,2014-11-08,Piccadilly,1449503.3400000003,4.65,6245713.387832757,0.981,,0.5345149211099047,883764.3265594324
08_14/15,2014/2015,8.0,28.0,2014-11-08,Victoria,1449503.3400000003,4.65,6245713.387832757,0.981,,0.362778114562373,566097.728847913
09_14/15,2014/2015,9.0,28.0,2014-12-06,Bakerloo,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.49751065856897353,273949.1043077508
09_14/15,2014/2015,9.0,28.0,2014-12-06,Central,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.6197026200822148,965928.8757866014
09_14/15,2014/2015,9.0,28.0,2014-12-06,Waterloo & City,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.304204223055715,26175.79949658838
09_14/15,2014/2015,9.0,28.0,2014-12-06,Circle & Hammersmith & City,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.7130705715377503,289079.9716617502
09_14/15,2014/2015,9.0,28.0,2014-12-06,District,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.601393814188694,732745.7376498585
09_14/15,2014/2015,9.0,28.0,2014-12-06,Jubilee,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.3772337698849121,801235.6761518428
09_14/15,2014/2015,9.0,28.0,2014-12-06,Metropolitan,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.8792709820208656,582964.5898599955
09_14/15,2014/2015,9.0,28.0,2014-12-06,Northern,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.3413846291425666,1079716.5500451834
09_14/15,2014/2015,9.0,28.0,2014-12-06,Piccadilly,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.61727852179789,875646.0053311104
09_14/15,2014/2015,9.0,28.0,2014-12-06,Victoria,1794841.9099999997,5.37,6188339.8256073445,0.974,,0.41895020972041785,560897.5153166625
10_14/15,2014/2015,10.0,28.0,2015-01-03,Bakerloo,1165181.6800000002,4.19,5771837.362194289,0.975,,0.38818801851098683,255511.12578533182
10_14/15,2014/2015,10.0,28.0,2015-01-03,Central,1165181.6800000002,4.19,5771837.362194289,0.975,,0.4835296048686183,900917.6179073626
10_14/15,2014/2015,10.0,28.0,2015-01-03,Waterloo & City,1165181.6800000002,4.19,5771837.362194289,0.975,,0.2373586023470104,24414.05316730284
10_14/15,2014/2015,10.0,28.0,2015-01-03,Circle & Hammersmith & City,1165181.6800000002,4.19,5771837.362194289,0.975,,0.5563809487417456,269623.61927750177
10_14/15,2014/2015,10.0,28.0,2015-01-03,District,1165181.6800000002,4.19,5771837.362194289,0.975,,0.4692439630261877,683428.7296336365
10_14/15,2014/2015,10.0,28.0,2015-01-03,Jubilee,1165181.6800000002,4.19,5771837.362194289,0.975,,0.29434068823422377,747308.9943121112
10_14/15,2014/2015,10.0,28.0,2015-01-03,Metropolitan,1165181.6800000002,4.19,5771837.362194289,0.975,,0.6860605986345303,543728.5112667455
10_14/15,2014/2015,10.0,28.0,2015-01-03,Northern,1165181.6800000002,4.19,5771837.362194289,0.975,,0.2663690123104943,1007046.8816761668
10_14/15,2014/2015,10.0,28.0,2015-01-03,Piccadilly,1165181.6800000002,4.19,5771837.362194289,0.975,,0.48163817622591415,816711.1813595754
10_14/15,2014/2015,10.0,28.0,2015-01-03,Victoria,1165181.6800000002,4.19,5771837.362194289,0.975,,0.32689038710028884,523146.64780855435
11_14/15,2014/2015,11.0,28.0,2015-01-31,Bakerloo,1513254.2599999995,4.69,6401920.38691387,0.979,,0.43451117107793036,283404.0154982052
11_14/15,2014/2015,11.0,28.0,2015-01-31,Central,1513254.2599999995,4.69,6401920.38691387,0.979,,0.541230035043871,999266.3519573507
11_14/15,2014/2015,11.0,28.0,2015-01-31,Waterloo & City,1513254.2599999995,4.69,6401920.38691387,0.979,,0.26568301790154625,27079.2149693448
11_14/15,2014/2015,11.0,28.0,2015-01-31,Circle & Hammersmith & City,1513254.2599999995,4.69,6401920.38691387,0.979,,0.6227748567061544,299057.10031821206
11_14/15,2014/2015,11.0,28.0,2015-01-31,District,1513254.2599999995,4.69,6401920.38691387,0.979,,0.5252396626713175,758035.2741576345
11_14/15,2014/2015,11.0,28.0,2015-01-31,Jubilee,1513254.2599999995,4.69,6401920.38691387,0.979,,0.32946487537434593,828889.0323465358
11_14/15,2014/2015,11.0,28.0,2015-01-31,Metropolitan,1513254.2599999995,4.69,6401920.38691387,0.979,,0.7679294051541639,603084.671793587
11_14/15,2014/2015,11.0,28.0,2015-01-31,Northern,1513254.2599999995,4.69,6401920.38691387,0.979,,0.298155290629169,1116981.2241434522
11_14/15,2014/2015,11.0,28.0,2015-01-31,Piccadilly,1513254.2599999995,4.69,6401920.38691387,0.979,,0.539112898925904,905867.5139416335
11_14/15,2014/2015,11.0,28.0,2015-01-31,Victoria,1513254.2599999995,4.69,6401920.38691387,0.979,,0.36589878651559776,580255.9877879139
12_14/15,2014/2015,12.0,28.0,2015-02-28,Bakerloo,1447953.6200000006,4.34,6416008.265074685,0.982,,0.4020849642810699,284027.6660591815
12_14/15,2014/2015,12.0,28.0,2015-02-28,Central,1447953.6200000006,4.34,6416008.265074685,0.982,,0.5008397339211941,1001465.3081713881
12_14/15,2014/2015,12.0,28.0,2015-02-28,Waterloo & City,1447953.6200000006,4.34,6416008.265074685,0.982,,0.2458559270133711,27138.804695258674
12_14/15,2014/2015,12.0,28.0,2015-02-28,Circle & Hammersmith & City,1447953.6200000006,4.34,6416008.265074685,0.982,,0.5762991211310682,299715.1965983566
12_14/15,2014/2015,12.0,28.0,2015-02-28,District,1447953.6200000006,4.34,6416008.265074685,0.982,,0.4860426729197266,759703.3843399731
12_14/15,2014/2015,12.0,28.0,2015-02-28,Jubilee,1447953.6200000006,4.34,6416008.265074685,0.982,,0.30487794437626037,830713.061230182
12_14/15,2014/2015,12.0,28.0,2015-02-28,Metropolitan,1447953.6200000006,4.34,6416008.265074685,0.982,,0.7106212405904202,604411.8022268629
12_14/15,2014/2015,12.0,28.0,2015-02-28,Northern,1447953.6200000006,4.34,6416008.265074685,0.982,,0.2759048958060967,1119439.220251279
12_14/15,2014/2015,12.0,28.0,2015-02-28,Piccadilly,1447953.6200000006,4.34,6416008.265074685,0.982,,0.49888059303591104,907860.9394132055
12_14/15,2014/2015,12.0,28.0,2015-02-28,Victoria,1447953.6200000006,4.34,6416008.265074685,0.982,,0.3385929069248815,581532.8820889972
13_14/15,2014/2015,13.0,31.0,2015-03-31,Bakerloo,1331204.0000000002,4.12,7089688.806154783,0.984,,0.3817027771516147,313850.5565305109
13_14/15,2014/2015,13.0,31.0,2015-03-31,Central,1331204.0000000002,4.12,7089688.806154783,0.984,,0.4754515446440829,1106619.1145270278
13_14/15,2014/2015,13.0,31.0,2015-03-31,Waterloo & City,1331204.0000000002,4.12,7089688.806154783,0.984,,0.23339318416937535,29988.377806143086
13_14/15,2014/2015,13.0,31.0,2015-03-31,Circle & Hammersmith & City,1331204.0000000002,4.12,7089688.806154783,0.984,,0.5470858016267284,331185.2769773691
13_14/15,2014/2015,13.0,31.0,2015-03-31,District,1331204.0000000002,4.12,7089688.806154783,0.984,,0.4614045650758695,839472.2010057005
13_14/15,2014/2015,13.0,31.0,2015-03-31,Jubilee,1331204.0000000002,4.12,7089688.806154783,0.984,,0.28942330203460664,917937.8903530196
13_14/15,2014/2015,13.0,31.0,2015-03-31,Metropolitan,1331204.0000000002,4.12,7089688.806154783,0.984,,0.6745989657217815,667875.0106793618
13_14/15,2014/2015,13.0,31.0,2015-03-31,Northern,1331204.0000000002,4.12,7089688.806154783,0.984,,0.2619189333458798,1236980.2813671636
13_14/15,2014/2015,13.0,31.0,2015-03-31,Piccadilly,1331204.0000000002,4.12,7089688.806154783,0.984,,0.4735917150479156,1003186.2918162942
13_14/15,2014/2015,13.0,31.0,2015-03-31,Victoria,1331204.0000000002,4.12,7089688.806154783,0.984,,0.32142921118214557,642593.8050921916
01_15/16,2015/2016,1.0,32.0,2015-05-02,Bakerloo,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.41143018489892735,317260.8761519793
01_15/16,2015/2016,1.0,32.0,2015-05-02,Central,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.512480203532017,1118643.706490422
01_15/16,2015/2016,1.0,32.0,2015-05-02,Waterloo & City,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.25157008715923956,30314.233380142537
01_15/16,2015/2016,1.0,32.0,2015-05-02,Circle & Hammersmith & City,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.5896934106650645,334783.95674682036
01_15/16,2015/2016,1.0,32.0,2015-05-02,District,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.49733923064167335,848593.9580304924
01_15/16,2015/2016,1.0,32.0,2015-05-02,Jubilee,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.3119638886537574,927912.2604270006
01_15/16,2015/2016,1.0,32.0,2015-05-02,Metropolitan,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.7271374320897146,675132.1819865818
01_15/16,2015/2016,1.0,32.0,2015-05-02,Northern,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.2823174512356814,1250421.385858262
01_15/16,2015/2016,1.0,32.0,2015-05-02,Piccadilly,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.5104755284800258,1014086.976310179
01_15/16,2015/2016,1.0,32.0,2015-05-02,Victoria,1679342.9199999992,4.440869868521495,7166725.804632701,0.979471946561692,,0.3464624511653938,649576.2692508203
02_15/16,2015/2016,2.0,28.0,2015-05-30,Bakerloo,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.3384732953162029,283360.59097408684
02_15/16,2015/2016,2.0,28.0,2015-05-30,Central,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.4216046115245843,999113.2395685762
02_15/16,2015/2016,2.0,28.0,2015-05-30,Waterloo & City,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.20696040185940714,27075.065761996855
02_15/16,2015/2016,2.0,28.0,2015-05-30,Circle & Hammersmith & City,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.4851259806887729,299011.2773532738
02_15/16,2015/2016,2.0,28.0,2015-05-30,District,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.4091485128313227,757919.124352956
02_15/16,2015/2016,2.0,28.0,2015-05-30,Jubilee,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.25664486779995016,828762.0259887985
02_15/16,2015/2016,2.0,28.0,2015-05-30,Metropolitan,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.598197730309041,602992.2642642524
02_15/16,2015/2016,2.0,28.0,2015-05-30,Northern,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.2322554872061397,1116810.0749167122
02_15/16,2015/2016,2.0,28.0,2015-05-30,Piccadilly,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.41995541563232774,905728.7125713071
02_15/16,2015/2016,2.0,28.0,2015-05-30,Victoria,1048174.3799999999,3.6533922731949313,6400939.453931123,0.9881602342049035,,0.2850259700271826,580167.0781791625
03_15/16,2015/2016,3.0,28.0,2015-06-27,Bakerloo,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.36716474254483594,284928.9098413122
03_15/16,2015/2016,3.0,28.0,2015-06-27,Central,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.45734287102776133,1004643.0422088217
03_15/16,2015/2016,3.0,28.0,2015-06-27,Waterloo & City,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.22450386401886221,27224.918415536067
03_15/16,2015/2016,3.0,28.0,2015-06-27,Circle & Hammersmith & City,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.526248771369106,300666.2182403401
03_15/16,2015/2016,3.0,28.0,2015-06-27,District,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.44383090322081237,762113.987366431
03_15/16,2015/2016,3.0,28.0,2015-06-27,Jubilee,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.2783999450331563,833348.9839610769
03_15/16,2015/2016,3.0,28.0,2015-06-27,Metropolitan,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.6489053011837713,606329.6519425659
03_15/16,2015/2016,3.0,28.0,2015-06-27,Northern,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.25194314394877904,1122991.2954794525
03_15/16,2015/2016,3.0,28.0,2015-06-27,Piccadilly,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.4555538773506658,910741.6588798614
03_15/16,2015/2016,3.0,28.0,2015-06-27,Victoria,1393155.9800000004,3.9630802546764357,6436366.801393443,0.9810888524326892,,0.30918683497868527,583378.1350580445
04_15/16,2015/2016,4.0,28.0,2015-07-25,Bakerloo,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.5456417037697098,269993.3995689761
04_15/16,2015/2016,4.0,28.0,2015-07-25,Central,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.6796549734729647,951981.2870878772
04_15/16,2015/2016,4.0,28.0,2015-07-25,Waterloo & City,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.333634079397415,25797.83244912707
04_15/16,2015/2016,4.0,28.0,2015-07-25,Circle & Hammersmith & City,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.7820556903866969,284905.7838443568
04_15/16,2015/2016,4.0,28.0,2015-07-25,District,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.6595749050972142,722165.2110441485
04_15/16,2015/2016,4.0,28.0,2015-07-25,Jubilee,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.41372877821659315,789666.184917191
04_15/16,2015/2016,4.0,28.0,2015-07-25,Metropolitan,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.9643349513056059,574546.83723958
04_15/16,2015/2016,4.0,28.0,2015-07-25,Northern,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.37441145727798736,1064125.9173094428
04_15/16,2015/2016,4.0,28.0,2015-07-25,Piccadilly,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.6769963588379159,863002.0616265665
04_15/16,2015/2016,4.0,28.0,2015-07-25,Victoria,4916461.1899999995,5.889513920508541,6098982.916647336,0.9790231783804985,,0.4594810227464383,552798.40156007
05_15/16,2015/2016,5.0,28.0,2015-08-22,Bakerloo,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.5028337450273354,267252.16556076024
05_15/16,2015/2016,5.0,28.0,2015-08-22,Central,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.6263330923512097,942315.8527346064
05_15/16,2015/2016,5.0,28.0,2015-08-22,Waterloo & City,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.30745903851028644,25535.9079140803
05_15/16,2015/2016,5.0,28.0,2015-08-22,Circle & Hammersmith & City,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.7207000287922478,282013.14489444793
05_15/16,2015/2016,5.0,28.0,2015-08-22,District,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.6078283924501094,714833.0916692865
05_15/16,2015/2016,5.0,28.0,2015-08-22,Jubilee,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.3812699607433894,781648.7303990852
05_15/16,2015/2016,5.0,28.0,2015-08-22,Metropolitan,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.8886786909352604,568713.4823054658
05_15/16,2015/2016,5.0,28.0,2015-08-22,Northern,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.3450372541972914,1053321.8822544774
05_15/16,2015/2016,5.0,28.0,2015-08-22,Piccadilly,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.6238830575677792,854240.0303907372
05_15/16,2015/2016,5.0,28.0,2015-08-22,Victoria,5225844.069999999,5.427456003784168,6037060.145893196,0.9334711970403584,,0.4234327432092585,547185.857770248
06_15/16,2015/2016,6.0,28.0,2015-09-19,Bakerloo,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.37596033486460023,281649.4020841011
06_15/16,2015/2016,6.0,28.0,2015-09-19,Central,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.4682987199364281,993079.6853982161
06_15/16,2015/2016,6.0,28.0,2015-09-19,Waterloo & City,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.22988195247156976,26911.561897298187
06_15/16,2015/2016,6.0,28.0,2015-09-19,Circle & Hammersmith & City,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.5388552913188647,297205.57538876124
06_15/16,2015/2016,6.0,28.0,2015-09-19,District,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.45446306701896444,753342.1195526692
06_15/16,2015/2016,6.0,28.0,2015-09-19,Jubilee,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.28506913772683495,823757.2073355095
06_15/16,2015/2016,6.0,28.0,2015-09-19,Metropolitan,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.6644501120601842,599350.8487102783
06_15/16,2015/2016,6.0,28.0,2015-09-19,Northern,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.2579785523776332,1110065.7602403064
06_15/16,2015/2016,6.0,28.0,2015-09-19,Piccadilly,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.46646687013176075,900259.0990835414
06_15/16,2015/2016,6.0,28.0,2015-09-19,Victoria,1673474.2500000002,4.058017579020385,6362284.761542936,0.9770091502888488,,0.31659354111354426,576663.5018522538
07_15/16,2015/2016,7.0,28.0,2015-10-17,Bakerloo,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.4338490987742444,285185.4280961069
07_15/16,2015/2016,7.0,28.0,2015-10-17,Central,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.5404053533326124,1005547.5109060226
07_15/16,2015/2016,7.0,28.0,2015-10-17,Waterloo & City,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.2652781920203705,27249.42869974265
07_15/16,2015/2016,7.0,28.0,2015-10-17,Circle & Hammersmith & City,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.6218259237177705,300936.9046147824
07_15/16,2015/2016,7.0,28.0,2015-10-17,District,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.5244393457713185,762800.1099157461
07_15/16,2015/2016,7.0,28.0,2015-10-17,Jubilee,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.3289628639565921,834099.2385671107
07_15/16,2015/2016,7.0,28.0,2015-10-17,Metropolitan,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.7667592976306281,606875.5236276581
07_15/16,2015/2016,7.0,28.0,2015-10-17,Northern,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.2977009861756533,1124002.3117621683
07_15/16,2015/2016,7.0,28.0,2015-10-17,Piccadilly,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.5382914431321363,911561.5892303295
07_15/16,2015/2016,7.0,28.0,2015-10-17,Victoria,1642032.5199999989,4.682853764618792,6442161.3891733615,0.9748193330927525,,0.36534126010746576,583903.3437536935
08_15/16,2015/2016,8.0,28.0,2015-11-14,Bakerloo,1523639.3500000003,4.762844365185141,6447835.878796167,0.9772481329350421,,0.4412599323621572,285436.62977432413
08_15/16,2015/2016,8.0,28.0,2015-11-14,Central,1523639.3500000003,4.762844365185141,6447835.878796167,0.9772481329350421,,0.5496363374579227,1006433.2336582441
